,pk_obligor_id,retail_customer_id,business_customer_id,pk_snapshot_date,record_creation_date,insert_job_id
66,9951,9951,,2019-12-31,2020-01-13 10:26:45.481000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
67,9954,9954,,2019-12-31,2020-01-13 10:26:45.481000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
68,9963,9963,,2019-12-31,2020-01-13 10:26:45.481000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
69,9972,9972,,2019-12-31,2020-01-13 10:26:45.481000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
70,9985,9985,,2019-12-31,2020-01-13 10:26:45.481000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
71,9990,9990,,2019-12-31,2020-01-13 10:26:45.481000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
72,9999,9999,,2019-12-31,2020-01-13 10:26:45.481000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
73,1730,1730,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
74,1732,1732,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
75,1735,1735,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
76,1745,1745,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
77,1760,1760,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
78,1761,1761,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
79,1763,1763,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
80,1766,1766,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
81,1769,1769,,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
82,17247,,17247,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
83,17248,,17248,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
84,17249,,17249,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
85,17254,,17254,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
86,17257,,17257,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
87,17258,,17258,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
88,17259,,17259,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
89,17264,,17264,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
90,17266,,17266,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
91,17268,,17268,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
92,17269,,17269,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
93,17272,,17272,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
94,17274,,17274,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
95,17275,,17275,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
96,17276,,17276,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
97,17277,,17277,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
98,17278,,17278,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
99,17279,,17279,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
100,17281,,17281,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
101,17282,,17282,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
102,17284,,17284,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
103,17286,,17286,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
104,17288,,17288,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
105,17289,,17289,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
106,17290,,17290,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
107,17291,,17291,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
108,17292,,17292,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
109,17293,,17293,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
110,17295,,17295,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
111,17296,,17296,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
112,17297,,17297,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
113,17299,,17299,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
114,17301,,17301,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
115,17307,,17307,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
116,17308,,17308,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
117,17312,,17312,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
118,17313,,17313,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
119,17315,,17315,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
120,17317,,17317,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
121,17318,,17318,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
122,17321,,17321,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
123,17327,,17327,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
124,17329,,17329,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
125,17331,,17331,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
126,17333,,17333,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
127,17337,,17337,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
128,17338,,17338,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
129,17340,,17340,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
130,17344,,17344,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
131,17345,,17345,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
132,17346,,17346,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
133,17348,,17348,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
134,17349,,17349,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
135,17351,,17351,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
136,17354,,17354,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
137,17355,,17355,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
138,17357,,17357,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
139,17358,,17358,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
140,17359,,17359,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
141,17363,,17363,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
142,17367,,17367,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
143,17368,,17368,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
144,17370,,17370,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
145,17371,,17371,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
146,17372,,17372,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
147,17379,,17379,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
148,17381,,17381,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
149,17382,,17382,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
150,17385,,17385,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
151,17390,,17390,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
152,17392,,17392,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
153,17393,,17393,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
154,17395,,17395,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
155,17401,,17401,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
156,17406,,17406,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
157,17407,,17407,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
158,17412,,17412,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
159,17414,,17414,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
160,17417,,17417,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
161,17421,,17421,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
162,17424,,17424,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
163,17426,,17426,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
164,17428,,17428,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
165,17430,,17430,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
166,17431,,17431,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
167,17433,,17433,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
168,17438,,17438,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
169,17441,,17441,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
170,17443,,17443,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
171,17453,,17453,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
172,17457,,17457,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
173,17459,,17459,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
174,17461,,17461,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
175,17465,,17465,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
176,17468,,17468,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
177,17469,,17469,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
178,17473,,17473,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
179,17474,,17474,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
180,17476,,17476,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
181,17478,,17478,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
182,17480,,17480,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
183,17481,,17481,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
184,17484,,17484,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
185,17486,,17486,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
186,17488,,17488,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
187,17490,,17490,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
188,17492,,17492,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
189,17494,,17494,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
190,17502,,17502,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
191,17503,,17503,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
192,17507,,17507,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
193,17508,,17508,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
194,17509,,17509,2019-12-31,2020-01-13 10:26:45.470000+00:00,c3d6c104-f9df-4cc3-9519-b1fd6359f47d_1549971908345
