,pk_credit_collateral_valuation_id,credit_collateral_id,property_id,pledge_asset_id,valuation_value,valuation_currency_id,valuation_date,valuation_type_id,valuation_status,forced_value,execution_value,preceding_mortgages_pledges_value,preceding_mortgages_pledges_currency_id,valuation_owner_id,pk_snapshot_date,record_creation_date,insert_job_id
0,688,,688,,161131,44,2005-04-27,3,False,128904.8,,,,,2019-12-01,2020-01-21 12:06:20.004000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
1,858,,858,,200000,44,2017-07-15,3,False,175000,,,,,2019-12-01,2020-01-21 12:06:20.024000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
2,1693,,688,,161131,44,2005-04-27,3,False,128904.8,,,,,2019-12-01,2020-01-21 12:06:20.054000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
3,1863,,858,,200000,44,2017-07-15,3,False,175000,,,,,2019-12-01,2020-01-21 12:06:20.058000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
4,2061,,51,,435000,44,2018-03-04,1,True,362000,,,,,2019-12-01,2020-01-21 12:06:20.062000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
5,2063,,53,,383000,44,2019-04-29,1,True,319000,,,,,2019-12-01,2020-01-21 12:06:20.062000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
6,2106,,96,,708000,44,2018-10-11,1,True,590000,,,,,2019-12-01,2020-01-21 12:06:20.063000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
7,2110,,100,,653000,44,2018-09-19,1,True,544000,,,,,2019-12-01,2020-01-21 12:06:20.063000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
8,2147,,137,,585000,44,2018-03-16,3,True,480000,,,,,2019-12-01,2020-01-21 12:06:20.064000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
9,2160,,150,,250000,44,2018-11-15,1,True,220000,,,,,2019-12-01,2020-01-21 12:06:20.064000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
10,2162,,152,,315000,44,2018-03-19,1,True,262000,,,,,2019-12-01,2020-01-21 12:06:20.064000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
11,2194,,184,,236000,44,2016-11-17,1,True,207500,,,,,2019-12-01,2020-01-21 12:06:20.065000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
12,2248,,238,,1050000,44,2017-03-23,1,True,836000,,,,,2019-12-01,2020-01-21 12:06:20.066000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
13,2249,,239,,354000,44,2016-11-15,1,True,297000,,,,,2019-12-01,2020-01-21 12:06:20.066000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
14,2269,,259,,430000,44,2017-07-25,1,True,375000,,,,,2019-12-01,2020-01-21 12:06:20.067000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
15,2274,,264,,164000,44,2017-05-19,1,True,137000,,,,,2019-12-01,2020-01-21 12:06:20.067000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
16,2297,,287,,500000,44,2017-04-27,1,True,440000,,,,,2019-12-01,2020-01-21 12:06:20.067000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
17,2304,,294,,600000,44,2017-09-22,1,True,500000,,,,,2019-12-01,2020-01-21 12:06:20.067000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
18,2341,,331,,1144000,44,2017-03-24,1,True,989000,,,,,2019-12-01,2020-01-21 12:06:20.068000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
19,2346,,336,,580000,44,2017-12-15,1,True,510000,,,,,2019-12-01,2020-01-21 12:06:20.068000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
20,2348,,338,,325000,44,2018-09-10,1,True,227500,,,,,2019-12-01,2020-01-21 12:06:20.068000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
21,2369,,359,,530000,44,2019-02-28,1,True,470000,,,,,2019-12-01,2020-01-21 12:06:20.069000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
22,2380,,370,,555000,44,2019-01-11,1,True,462000,,,,,2019-12-01,2020-01-21 12:06:20.069000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
23,2432,,422,,457000,44,2019-05-20,1,True,350000,,,,,2019-12-01,2020-01-21 12:06:20.070000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
24,2494,,484,,675000,44,2017-03-17,1,True,590000,,,,,2019-12-01,2020-01-21 12:06:20.072000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
25,2575,,565,,335000,44,2017-04-12,1,True,295000,,,,,2019-12-01,2020-01-21 12:06:20.106000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
26,2580,,570,,230000,44,2018-03-28,1,True,195000,,,,,2019-12-01,2020-01-21 12:06:20.106000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
27,2681,,671,,1085000,44,2018-02-26,1,True,820000,,,,,2019-12-01,2020-01-21 12:06:20.109000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
28,2686,,676,,580000,44,2018-03-14,1,True,483000,,,,,2019-12-01,2020-01-21 12:06:20.109000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
29,2727,,717,,1295000,44,2016-12-23,1,True,1120000,,,,,2019-12-01,2020-01-21 12:06:20.110000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
30,2781,,771,,156000,44,2016-10-03,1,True,130000,,,,,2019-12-01,2020-01-21 12:06:20.111000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
31,2784,,774,,260000,44,2017-10-19,1,True,230000,,,,,2019-12-01,2020-01-21 12:06:20.111000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
32,2792,,782,,297000,44,2016-10-06,1,True,250000,,,,,2019-12-01,2020-01-21 12:06:20.111000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
33,2798,,788,,175000,44,2016-10-11,1,True,150000,,,,,2019-12-01,2020-01-21 12:06:20.111000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
34,2799,,789,,269000,44,2016-12-08,1,True,225000,,,,,2019-12-01,2020-01-21 12:06:20.111000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
35,2800,,790,,195000,44,2016-11-10,1,True,162000,,,,,2019-12-01,2020-01-21 12:06:20.111000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
36,2801,,791,,170000,44,2016-11-22,1,True,142000,,,,,2019-12-01,2020-01-21 12:06:20.111000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
37,2802,,792,,800000,44,2016-12-05,1,True,670000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
38,2803,,793,,950000,44,2017-01-31,1,True,760000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
39,2804,,794,,3600000,44,2016-12-17,1,True,3000000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
40,2805,,795,,263000,44,2016-10-24,1,True,219000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
41,2806,,796,,568000,44,2016-11-22,1,True,472000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
42,2807,,797,,217000,44,2017-01-18,1,True,180000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
43,2810,,800,,865000,44,2017-04-05,1,True,720000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
44,2811,,801,,353000,44,2017-03-15,1,True,294000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
45,2812,,802,,460000,44,2017-04-25,1,True,400000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
46,2813,,803,,366000,44,2017-04-05,1,True,305000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
47,2814,,804,,427600,44,2017-04-04,1,True,344500,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
48,2815,,805,,270000,44,2017-05-12,1,True,235000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
49,2816,,806,,318000,44,2017-02-23,1,True,265000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
50,2817,,807,,277000,44,2017-06-07,1,True,230000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
51,2819,,809,,428000,44,2017-05-19,1,True,357000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
52,2820,,810,,375000,44,2017-06-28,1,True,325000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
53,2821,,811,,612000,44,2017-07-12,1,True,510000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
54,2822,,812,,888250,44,2017-07-19,1,True,731806,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
55,2823,,813,,91000,44,2017-06-30,1,True,75000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
56,2824,,814,,454000,44,2017-06-27,1,True,378000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
57,2825,,815,,328000,44,2017-04-20,1,True,273000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
58,2826,,816,,340000,44,2017-03-12,1,True,273000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
59,2827,,817,,326000,44,2017-08-03,1,True,272000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
60,2828,,818,,683000,44,2017-04-19,1,True,569000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
61,2829,,819,,315000,44,2017-05-19,1,True,262000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
62,2830,,820,,950000,44,2017-04-27,1,True,840000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
63,2831,,821,,320000,44,2017-05-19,1,True,267000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
64,2832,,822,,155000,44,2018-02-05,1,True,135000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
65,2833,,823,,428000,44,2017-04-21,1,True,357000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
66,2834,,824,,385000,44,2017-06-02,1,True,335000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
67,2835,,825,,300000,44,2017-06-15,1,True,260000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
68,2836,,826,,454000,44,2017-09-06,1,True,378000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
69,2837,,827,,276000,44,2017-05-09,1,True,230000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
70,2838,,828,,540000,44,2017-05-31,1,True,480000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
71,2839,,829,,850000,44,2017-06-15,1,True,730000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
72,2840,,830,,548000,44,2018-05-23,1,True,456000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
73,2841,,831,,498000,44,2017-03-02,1,True,415000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
74,2842,,832,,732000,44,2017-07-28,1,True,610000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
75,2843,,833,,150000,44,2017-07-25,1,True,130000,,,,,2019-12-01,2020-01-21 12:06:20.112000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
76,2844,,834,,422000,44,2017-09-28,1,True,351000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
77,2846,,836,,855000,44,2018-01-08,1,True,712000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
78,2847,,837,,234000,44,2017-08-29,1,True,195000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
79,2848,,838,,220000,44,2017-12-12,1,True,190000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
80,2849,,839,,232000,44,2017-09-20,1,True,193000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
81,2851,,841,,215000,44,2017-05-08,1,True,185000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
82,2852,,842,,45000,44,2017-08-10,1,True,37500,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
83,2853,,843,,215000,44,2017-02-27,1,True,180000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
84,2854,,844,,440000,44,2017-07-11,1,True,360000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
85,2855,,845,,490000,44,2017-04-07,1,True,440000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
86,2856,,846,,450000,44,2017-06-28,1,True,390000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
87,2857,,847,,370000,44,2017-07-16,1,True,320000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
88,2859,,849,,475000,44,2017-07-17,1,True,410000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
89,2860,,850,,294000,44,2017-08-18,1,True,245000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
90,2861,,851,,185000,44,2017-08-31,1,True,160000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
91,2862,,852,,485000,44,2017-08-22,1,True,425000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
92,2863,,853,,446000,44,2017-10-04,1,True,373000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
93,2864,,854,,280000,44,2017-09-27,1,True,235000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
94,2865,,855,,265000,44,2017-11-13,1,True,235000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
95,2866,,856,,500000,44,2017-09-26,1,True,420000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
96,2867,,857,,755000,44,2017-10-16,1,True,650000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
97,2868,,858,,200000,44,2017-07-15,1,True,175000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
98,2871,,861,,245000,44,2017-08-16,1,True,200000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
99,2872,,862,,320000,44,2017-08-26,1,True,280000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
100,2874,,864,,195000,44,2017-09-25,1,True,163000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
101,2875,,865,,530000,44,2017-12-26,1,True,465000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
102,2876,,866,,205000,44,2017-07-25,1,True,180000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
103,2877,,867,,287000,44,2017-11-30,1,True,238000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
104,2878,,868,,1555000,44,2017-12-06,1,True,1245000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
105,2879,,869,,1900000,44,2017-09-19,1,True,1600000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
106,2880,,870,,854450,44,2018-03-07,1,True,704921,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
107,2882,,872,,247000,44,2017-11-23,1,True,217000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
108,2883,,873,,150000,44,2017-10-06,1,True,125000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
109,2884,,874,,665000,44,2017-11-23,1,True,553000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
110,2885,,875,,244500,44,2017-12-27,1,True,189000,,,,,2019-12-01,2020-01-21 12:06:20.113000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
111,2886,,876,,185000,44,2017-11-10,1,True,160000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
112,2888,,878,,485000,44,2017-11-29,1,True,378000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
113,2889,,879,,260000,44,2017-10-20,1,True,230000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
114,2890,,880,,160000,44,2017-11-19,1,True,135000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
115,2892,,882,,180000,44,2018-01-04,1,True,155000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
116,2893,,883,,430000,44,2018-02-16,1,True,345000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
117,2894,,884,,132000,44,2017-08-04,1,True,115000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
118,2895,,885,,520000,44,2018-01-26,1,True,430000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
119,2896,,886,,290000,44,2018-03-07,1,True,242000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
120,2897,,887,,247000,44,2018-05-07,1,True,206000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
121,2898,,888,,380000,44,2017-12-07,1,True,315000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
122,2899,,889,,292000,44,2018-05-08,1,True,243000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
123,2900,,890,,270000,44,2018-01-14,1,True,235000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
124,2901,,891,,530000,44,2018-04-17,1,True,460000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
125,2902,,892,,255000,44,2018-05-08,1,True,179000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
126,2904,,894,,680000,44,2018-01-29,1,True,567000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
127,2905,,895,,291000,44,2018-05-02,1,True,243000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
128,2906,,896,,335000,44,2018-04-19,1,True,300000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
129,2907,,897,,550000,44,2018-02-28,1,True,458000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
130,2908,,898,,965000,44,2018-03-11,1,True,800000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
131,2909,,899,,328000,44,2017-02-08,1,True,273000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
132,2911,,901,,255000,44,2018-03-07,1,True,220000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
133,2912,,902,,226000,44,2018-07-31,1,True,188000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
134,2913,,903,,345000,44,2018-04-17,1,True,320000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
135,2914,,904,,187000,44,2018-06-28,1,True,138000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
136,2915,,905,,420000,44,2018-08-21,1,True,350000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
137,2916,,906,,219000,44,2018-09-04,1,True,182000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
138,2917,,907,,350000,44,2018-06-21,1,True,315000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
139,2918,,908,,750000,44,2018-01-15,1,True,625000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
140,2919,,909,,400000,44,2018-09-30,1,True,350000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
141,2920,,910,,545000,44,2018-08-11,1,True,475000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
142,2921,,911,,485000,44,2018-10-15,1,True,404000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
143,2922,,912,,291800,44,2018-10-25,1,True,225900,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
144,2923,,913,,310000,44,2018-10-15,1,True,255000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
145,2924,,914,,235000,44,2018-10-02,1,True,210000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
146,2925,,915,,284000,44,2018-09-18,1,True,237000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
147,2927,,917,,390000,44,2018-08-31,1,True,340000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
148,2928,,918,,200000,44,2018-10-29,1,True,145000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
149,2929,,919,,262000,44,2018-12-03,1,True,218000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
150,2931,,921,,362000,44,2018-08-21,1,True,300000,,,,,2019-12-01,2020-01-21 12:06:20.114000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
151,2933,,923,,460000,44,2018-10-30,1,True,365000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
152,2934,,924,,280000,44,2018-11-07,1,True,245000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
153,2935,,925,,750000,44,2018-06-25,1,True,650000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
154,2936,,926,,418000,44,2018-12-13,1,True,350000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
155,2937,,927,,385000,44,2018-12-20,1,True,295000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
156,2938,,928,,254000,44,2018-09-14,1,True,188000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
157,2939,,929,,535000,44,2018-09-13,1,True,480000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
158,2940,,930,,565000,44,2018-10-02,1,True,500000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
159,2942,,932,,336500,44,2018-11-27,1,True,263000,,,,,2019-12-01,2020-01-21 12:06:20.115000+00:00,046c74a1-a0ee-4e51-8d64-db9c3d749209
