,pk_credit_collateral_allocation_id,credit_collateral_id,credit_account_id,entity_id,obligor_id,prospect_id,allocation_percentage,allocation_amount,allocation_currency_id,pk_snapshot_date,record_creation_date,insert_job_id
0,9468,a00fee9c-12b9-11ea-8719-54e1adbd8177,,71f9eb7d-3dad-4821-828f-7cacd660e0cc,11343,,,,,2019-12-01,2020-01-21 12:03:11.967000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
1,9469,a01015e4-12b9-11ea-94d2-54e1adbd8177,,408e3647-bd34-40b0-a16a-8677b47ab2ed,14878,,,,,2019-12-01,2020-01-21 12:03:11.967000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
2,9470,a0101614-12b9-11ea-8d78-54e1adbd8177,,a0eb252c-6684-44c8-a3ee-bfdd774428f3,16788,,,,,2019-12-01,2020-01-21 12:03:11.967000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
3,9488,a0103ca8-12b9-11ea-bda1-54e1adbd8177,,7d156476-171c-4d9d-8549-2f256fe464aa,17975,,,,,2019-12-01,2020-01-21 12:03:11.967000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
4,9489,a0103ca9-12b9-11ea-bedb-54e1adbd8177,,7d156476-171c-4d9d-8549-2f256fe464aa,17975,,,,,2019-12-01,2020-01-21 12:03:11.967000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
5,9490,a0103caa-12b9-11ea-b69c-54e1adbd8177,,7d156476-171c-4d9d-8549-2f256fe464aa,17975,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
6,9491,a0103cab-12b9-11ea-b71c-54e1adbd8177,,7d156476-171c-4d9d-8549-2f256fe464aa,17975,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
7,9492,a0103cac-12b9-11ea-8ed2-54e1adbd8177,,7d156476-171c-4d9d-8549-2f256fe464aa,17975,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
8,9493,a0103cad-12b9-11ea-a5d7-54e1adbd8177,,7d156476-171c-4d9d-8549-2f256fe464aa,17975,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
9,9494,a0103cb2-12b9-11ea-a6c8-54e1adbd8177,,d41cd0e3-79e7-4a3f-807b-0bcdc5858e3c,9958,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
10,9506,a0103ccd-12b9-11ea-94c7-54e1adbd8177,,fabf4928-aed3-4a5d-b7f2-c4278e50bb4a,17213,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
11,9507,a01063a4-12b9-11ea-866a-54e1adbd8177,,11539afc-3716-4876-9ff6-d17c882edfd5,1181,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
12,9508,a01063a8-12b9-11ea-9805-54e1adbd8177,,cf64fe86-ac52-47b5-9815-4fcef404f3f1,16762,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
13,9509,a01063b1-12b9-11ea-b87f-54e1adbd8177,,74ced22a-456b-488f-afc8-a5edfe66c0fb,6277,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
14,9512,a01063d2-12b9-11ea-9e5f-54e1adbd8177,,06715a63-ec63-4880-8a4f-d5cd6097bdf6,9034,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
15,9513,a01063df-12b9-11ea-b969-54e1adbd8177,,573a47c7-2356-4835-8782-76005e30a96c,929,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
16,9514,a01063e0-12b9-11ea-b282-54e1adbd8177,,573a47c7-2356-4835-8782-76005e30a96c,929,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
17,9515,a01063e1-12b9-11ea-ae8d-54e1adbd8177,,573a47c7-2356-4835-8782-76005e30a96c,929,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
18,9516,a01063e2-12b9-11ea-9c26-54e1adbd8177,,573a47c7-2356-4835-8782-76005e30a96c,929,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
19,9523,a01063f4-12b9-11ea-bc03-54e1adbd8177,,,,OLD102336,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
20,9524,a01063f5-12b9-11ea-9f60-54e1adbd8177,,,,OLD102336,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
21,9525,a01063f6-12b9-11ea-b4bf-54e1adbd8177,,,,OLD102336,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
22,9530,a0108aa3-12b9-11ea-ad58-54e1adbd8177,,07b19b59-2c48-4686-b85c-4ed124f584e4,16962,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
23,9531,a0108aa4-12b9-11ea-a6c8-54e1adbd8177,,07b19b59-2c48-4686-b85c-4ed124f584e4,16962,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
24,9532,a0108aa5-12b9-11ea-889f-54e1adbd8177,,4e144f65-646c-4e1b-b208-d359e1f27754,18198,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
25,9533,a0108aa6-12b9-11ea-ad89-54e1adbd8177,,abe3ed2a-6ce8-4993-9197-d076c3b3103c,6060,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
26,9534,a0108ab0-12b9-11ea-88c3-54e1adbd8177,,2533275b-7122-4107-91af-f58fd0d16bbc,17025,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
27,9544,a0108ae7-12b9-11ea-acff-54e1adbd8177,,8a69c0ff-28b4-484c-b34a-42762da5a826,19452,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
28,9550,a0108b05-12b9-11ea-8aee-54e1adbd8177,,bbf5f4b6-1d5a-4bd2-ae66-7261b2cb7f70,17210,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
29,9551,a0108b06-12b9-11ea-945c-54e1adbd8177,,bbf5f4b6-1d5a-4bd2-ae66-7261b2cb7f70,17210,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
30,9553,a010b1d2-12b9-11ea-939a-54e1adbd8177,,,,OLD103892,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
31,9554,a010b1d4-12b9-11ea-8ab7-54e1adbd8177,,eceb92f7-6226-43e4-8e98-1fb902c5df85,11088,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
32,9557,a010b1dc-12b9-11ea-9465-54e1adbd8177,,56aaecc0-d277-4699-ba24-34c574e6d926,16720,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
33,9560,a010b1df-12b9-11ea-b1f2-54e1adbd8177,,f1aeed06-d049-4c38-a4e5-1d65706a5640,2225,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
34,9561,a010b1e0-12b9-11ea-a3f3-54e1adbd8177,,f1aeed06-d049-4c38-a4e5-1d65706a5640,2225,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
35,9562,a010b1e5-12b9-11ea-907e-54e1adbd8177,,411d4e72-0e0c-481f-a145-b6a142ec0138,16882,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
36,9563,a010b1e6-12b9-11ea-a96f-54e1adbd8177,,411d4e72-0e0c-481f-a145-b6a142ec0138,16882,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
37,9564,a010b1e7-12b9-11ea-ad90-54e1adbd8177,,411d4e72-0e0c-481f-a145-b6a142ec0138,16882,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
38,9565,a010b1fc-12b9-11ea-9dee-54e1adbd8177,,50ac55fc-9a9f-4f10-b787-8aec2dffb9ef,17967,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
39,9566,a010d8b6-12b9-11ea-9862-54e1adbd8177,,50ac55fc-9a9f-4f10-b787-8aec2dffb9ef,17967,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
40,9567,a010d8b7-12b9-11ea-8dca-54e1adbd8177,,50ac55fc-9a9f-4f10-b787-8aec2dffb9ef,17967,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
41,9568,a010d8b8-12b9-11ea-9fee-54e1adbd8177,,c9088308-3940-4447-b79f-9600a5410cae,8822,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
42,9569,a010d8b9-12b9-11ea-a949-54e1adbd8177,,c9088308-3940-4447-b79f-9600a5410cae,8822,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
43,9570,a010d8ba-12b9-11ea-9f65-54e1adbd8177,,8ab7f6f9-15a5-4902-abed-b6f3d6be1a12,17045,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
44,9571,a010d8c3-12b9-11ea-9888-54e1adbd8177,,b887ec8d-eed0-45e5-9039-190b50607331,11336,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
45,9572,a010d8c4-12b9-11ea-8f33-54e1adbd8177,,f2ef7ac3-2e44-4074-873a-040cd02033ad,20170,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
46,9573,a010d8c5-12b9-11ea-9bc9-54e1adbd8177,,f2ef7ac3-2e44-4074-873a-040cd02033ad,20170,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
47,9576,a010d8e4-12b9-11ea-b17e-54e1adbd8177,,,,OLD104942,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
48,9577,a010d8e5-12b9-11ea-91d8-54e1adbd8177,,8ef77b7a-22f0-4c4e-bb72-3516d1e5da65,18752,,,,,2019-12-01,2020-01-21 12:03:11.968000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
49,9578,a010d8e6-12b9-11ea-98e8-54e1adbd8177,,8ef77b7a-22f0-4c4e-bb72-3516d1e5da65,18752,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
50,9579,a010d8eb-12b9-11ea-92a8-54e1adbd8177,,,,OLD105016,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
51,9580,a010d8ec-12b9-11ea-93a7-54e1adbd8177,,,,OLD105016,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
52,9581,a010d8ed-12b9-11ea-be11-54e1adbd8177,,,,OLD105016,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
53,9584,a010ffe3-12b9-11ea-94bd-54e1adbd8177,,4960c3f4-97dd-4b7a-b8e1-4e391ce449e5,17455,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
54,9585,a010ffe4-12b9-11ea-ba9b-54e1adbd8177,,4960c3f4-97dd-4b7a-b8e1-4e391ce449e5,17455,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
55,9586,a010ffef-12b9-11ea-a580-54e1adbd8177,,4782bb17-c2fb-4c48-bcaa-1ebb71d014a1,5978,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
56,9590,a0110000-12b9-11ea-93b9-54e1adbd8177,,e79fa430-21a3-4f78-8d2d-b75bfa176c66,1881,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
57,9592,a011001a-12b9-11ea-a5ae-54e1adbd8177,,f253e5d6-cc22-4c5b-ab58-168ef4b33312,3319,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
58,9593,a011001f-12b9-11ea-a331-54e1adbd8177,,ba51558e-9531-430a-a69b-2eea24290a26,12562,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
59,9594,a0110020-12b9-11ea-9760-54e1adbd8177,,ba51558e-9531-430a-a69b-2eea24290a26,12562,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
60,9595,a011002b-12b9-11ea-8859-54e1adbd8177,,21ca14ec-04c4-40ae-bd06-6ff10a8cd098,18037,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
61,9596,a011003a-12b9-11ea-8e6d-54e1adbd8177,,3f092bb7-0e2f-4389-a20f-9de5ce49c89a,11035,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
62,9598,a0112707-12b9-11ea-aa73-54e1adbd8177,,7e1dda3f-385b-492d-9f47-8dc63b712929,6492,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
63,9599,a0112708-12b9-11ea-b9dd-54e1adbd8177,,7e1dda3f-385b-492d-9f47-8dc63b712929,6492,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
64,9600,a0112709-12b9-11ea-b80a-54e1adbd8177,,7e1dda3f-385b-492d-9f47-8dc63b712929,6492,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
65,9611,a011271b-12b9-11ea-a61c-54e1adbd8177,,2c214faf-3e6c-4fae-98f7-d10e8a4a0df5,20370,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
66,9612,a011271c-12b9-11ea-8d47-54e1adbd8177,,2c214faf-3e6c-4fae-98f7-d10e8a4a0df5,20370,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
67,9613,a011271d-12b9-11ea-9594-54e1adbd8177,,2c214faf-3e6c-4fae-98f7-d10e8a4a0df5,20370,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
68,9614,a011271e-12b9-11ea-9a69-54e1adbd8177,,b01bd33d-e3a9-4f23-b628-50f04f84453b,8247,,,,,2019-12-01,2020-01-21 12:03:11.980000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
69,9645,a0114e65-12b9-11ea-9117-54e1adbd8177,,821da083-48a6-4eb9-b3d8-62e31e8b5eb6,5380,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
70,9646,a011750a-12b9-11ea-a74e-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
71,9647,a011750b-12b9-11ea-9b10-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
72,9648,a011750c-12b9-11ea-8217-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
73,9649,a011750d-12b9-11ea-872d-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
74,9650,a011750e-12b9-11ea-9a11-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
75,9651,a011750f-12b9-11ea-b030-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
76,9652,a0117510-12b9-11ea-b20e-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
77,9653,a0117511-12b9-11ea-bea6-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
78,9654,a0117512-12b9-11ea-abcf-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
79,9655,a0117513-12b9-11ea-8bbc-54e1adbd8177,,57a1edf4-0c0d-4069-9f1a-0a2205f9c792,1286,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
80,9657,a011751a-12b9-11ea-89b0-54e1adbd8177,,780b5533-6522-42ab-8a9b-ce2215b9182c,5846,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
81,9669,a0117536-12b9-11ea-ad7d-54e1adbd8177,,3a41a4a6-bf2f-41cc-ac6b-49b7654f9210,18477,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
82,9672,a0119c22-12b9-11ea-ad86-54e1adbd8177,,,,OLD108239,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
83,9673,a0119c23-12b9-11ea-87ec-54e1adbd8177,,,,OLD108276,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
84,9674,a0119c24-12b9-11ea-8ef9-54e1adbd8177,,,,OLD108276,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
85,9675,a0119c25-12b9-11ea-ba95-54e1adbd8177,,6c374d98-f985-416d-a671-80022e41f176,9768,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
86,9678,a0119c3a-12b9-11ea-a110-54e1adbd8177,,dd63b396-8e2c-4678-ad45-1c87f4139f2b,3553,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
87,9682,a0119c48-12b9-11ea-9ae2-54e1adbd8177,,9ff3bdcb-ce62-4d3a-9a70-5b17cfd0050d,19007,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
88,9683,a0119c49-12b9-11ea-864e-54e1adbd8177,,9ff3bdcb-ce62-4d3a-9a70-5b17cfd0050d,19007,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
89,9693,a0119c60-12b9-11ea-bd5d-54e1adbd8177,,928325a7-1faf-40b8-a646-820563c75672,17146,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
90,9694,a0119c61-12b9-11ea-88f6-54e1adbd8177,,928325a7-1faf-40b8-a646-820563c75672,17146,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
91,9695,a0119c62-12b9-11ea-9692-54e1adbd8177,,928325a7-1faf-40b8-a646-820563c75672,17146,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
92,9696,a0119c63-12b9-11ea-a51c-54e1adbd8177,,928325a7-1faf-40b8-a646-820563c75672,17146,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
93,9697,a011c320-12b9-11ea-9792-54e1adbd8177,,24441ffb-eae7-47f9-8eb1-47bd028f58a6,18671,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
94,9698,a011c323-12b9-11ea-b33f-54e1adbd8177,,7c9f0669-d49f-4c19-8f6c-a2021ff11a3c,16746,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
95,9699,a011c324-12b9-11ea-99d5-54e1adbd8177,,7c9f0669-d49f-4c19-8f6c-a2021ff11a3c,16746,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
96,9700,a011c325-12b9-11ea-a902-54e1adbd8177,,7c9f0669-d49f-4c19-8f6c-a2021ff11a3c,16746,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
97,9701,a011c326-12b9-11ea-83b3-54e1adbd8177,,7c9f0669-d49f-4c19-8f6c-a2021ff11a3c,16746,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
98,9702,a011c359-12b9-11ea-9624-54e1adbd8177,,8be59265-433a-4f11-a06f-fb568193b65b,17508,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
99,9703,a011c35a-12b9-11ea-8bf1-54e1adbd8177,,8be59265-433a-4f11-a06f-fb568193b65b,17508,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
100,9704,a011c35b-12b9-11ea-8f16-54e1adbd8177,,8be59265-433a-4f11-a06f-fb568193b65b,17508,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
101,9707,a011c375-12b9-11ea-8062-54e1adbd8177,,0aa12fc9-b63c-4a78-9fcd-c9da7de20f62,16814,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
102,9708,a011c376-12b9-11ea-a13a-54e1adbd8177,,212d653c-eb7f-42be-9b37-c5195f31986e,8580,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
103,9709,a011c386-12b9-11ea-a737-54e1adbd8177,,bb55837a-42b3-4b91-9c20-e7471641bee5,1859,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
104,9710,a011c387-12b9-11ea-8186-54e1adbd8177,,bb55837a-42b3-4b91-9c20-e7471641bee5,1859,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
105,9711,a011c388-12b9-11ea-9a3b-54e1adbd8177,,bb55837a-42b3-4b91-9c20-e7471641bee5,1859,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
106,9716,a011ea48-12b9-11ea-89e4-54e1adbd8177,,afe626e4-1a64-4c40-a44f-892a0e92428b,6357,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
107,9717,a011ea49-12b9-11ea-8cb8-54e1adbd8177,,afe626e4-1a64-4c40-a44f-892a0e92428b,6357,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
108,9718,a011ea56-12b9-11ea-8535-54e1adbd8177,,1ae3214b-0e6d-40fe-ba6d-6a4069f82695,17241,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
109,9719,a011ea57-12b9-11ea-810d-54e1adbd8177,,1ae3214b-0e6d-40fe-ba6d-6a4069f82695,17241,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
110,9720,a011ea58-12b9-11ea-bd26-54e1adbd8177,,1ae3214b-0e6d-40fe-ba6d-6a4069f82695,17241,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
111,9721,a011ea59-12b9-11ea-98c6-54e1adbd8177,,1ae3214b-0e6d-40fe-ba6d-6a4069f82695,17241,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
112,9723,a011ea72-12b9-11ea-8dc3-54e1adbd8177,,7144ef05-104a-4e3e-8069-0b7ced95a900,18152,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
113,9724,a011ea73-12b9-11ea-814e-54e1adbd8177,,7144ef05-104a-4e3e-8069-0b7ced95a900,18152,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
114,9725,a011ea76-12b9-11ea-a073-54e1adbd8177,,d8dc7f5a-213a-4738-af76-fcc7a1595620,5472,,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
115,9728,a0121142-12b9-11ea-bf0f-54e1adbd8177,,,,OLD110810,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
116,9729,a0121143-12b9-11ea-965f-54e1adbd8177,,,,OLD110810,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
117,9730,a0121144-12b9-11ea-ba20-54e1adbd8177,,,,OLD110810,,,,2019-12-01,2020-01-21 12:03:11.981000+00:00,4baa03ed-3345-4926-8111-1d42f9a4a138
