,pk_credit_collateral_insurance_id,credit_collateral_id,insurance_status_id,insurance_policy_number,insurance_issue_date,insurance_policy_expiry_date,original_insurance_policy_value,original_insurance_policy_currency_id,benefits_policy_value,benefits_policy_currency_id,last_insurance_policy_value,last_insurance_policy_currency_id,pk_snapshot_date,record_creation_date,insert_job_id,property_id,pledge_asset_id
0,b19b1e0a-12b9-11ea-8c7a-54e1adbd8177,a00fa066-12b9-11ea-b70d-54e1adbd8177,2,,2009-11-20,2022-02-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
1,b19b1e0b-12b9-11ea-af3b-54e1adbd8177,a00fa067-12b9-11ea-a669-54e1adbd8177,2,,2009-11-20,2022-02-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
2,b19b1e12-12b9-11ea-be38-54e1adbd8177,a00fa06e-12b9-11ea-a8ee-54e1adbd8177,2,,2010-02-10,2024-12-18,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
3,b19b1e17-12b9-11ea-85e9-54e1adbd8177,a00fa073-12b9-11ea-9d75-54e1adbd8177,2,,2010-02-09,2029-12-23,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
4,b19b1e1c-12b9-11ea-9998-54e1adbd8177,a00fa078-12b9-11ea-aa2d-54e1adbd8177,2,,2009-10-14,2029-09-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
5,b19b1e22-12b9-11ea-acc3-54e1adbd8177,a00fa07e-12b9-11ea-8ca4-54e1adbd8177,2,,2015-07-09,2047-02-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
6,b19b1e28-12b9-11ea-9454-54e1adbd8177,a00fa084-12b9-11ea-8be0-54e1adbd8177,2,,2010-02-09,2020-11-17,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
7,b19b1e2c-12b9-11ea-8e40-54e1adbd8177,a00fa088-12b9-11ea-97c0-54e1adbd8177,2,,2009-11-19,2029-11-10,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
8,b19b1e34-12b9-11ea-b4ed-54e1adbd8177,a00fc766-12b9-11ea-92dd-54e1adbd8177,2,,2009-12-18,2022-10-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
9,b19b1e3c-12b9-11ea-830a-54e1adbd8177,a00fc76e-12b9-11ea-8459-54e1adbd8177,2,,2012-01-20,2038-02-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
10,b19b1e3f-12b9-11ea-86c0-54e1adbd8177,a00fc771-12b9-11ea-87c5-54e1adbd8177,2,,2012-08-20,2037-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
11,b19b1e4b-12b9-11ea-bafc-54e1adbd8177,a00fc77d-12b9-11ea-943e-54e1adbd8177,2,,2011-09-23,2026-09-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
12,b19b1e4e-12b9-11ea-a191-54e1adbd8177,a00fc780-12b9-11ea-879d-54e1adbd8177,2,,2009-12-18,2034-10-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.844000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
13,b19b453d-12b9-11ea-b58d-54e1adbd8177,a00fc787-12b9-11ea-9212-54e1adbd8177,2,,2018-09-05,2033-08-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
14,b19b453f-12b9-11ea-8a90-54e1adbd8177,a00fc789-12b9-11ea-ae5e-54e1adbd8177,2,,2018-09-05,2033-08-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
15,b19b4544-12b9-11ea-8314-54e1adbd8177,a00fc78e-12b9-11ea-b1e6-54e1adbd8177,2,,2010-02-09,2034-12-21,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
16,b19b4545-12b9-11ea-9495-54e1adbd8177,a00fc78f-12b9-11ea-b9e1-54e1adbd8177,2,,2019-08-06,2034-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
17,b19b4546-12b9-11ea-8c32-54e1adbd8177,a00fc790-12b9-11ea-95a0-54e1adbd8177,2,,2019-08-06,2034-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
18,b19b4554-12b9-11ea-95af-54e1adbd8177,a00fc79e-12b9-11ea-8298-54e1adbd8177,2,,2017-12-21,2042-10-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
19,b19b4557-12b9-11ea-bd3e-54e1adbd8177,a00fc7a1-12b9-11ea-9883-54e1adbd8177,2,,2018-05-16,2039-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
20,b19b6c3e-12b9-11ea-a4e7-54e1adbd8177,a00fc7a2-12b9-11ea-b39a-54e1adbd8177,2,,2018-05-16,2039-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
21,b19b6c43-12b9-11ea-a59f-54e1adbd8177,a00fc7a7-12b9-11ea-bb30-54e1adbd8177,2,,2009-12-03,2029-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
22,b19b6c46-12b9-11ea-8591-54e1adbd8177,a00fc7aa-12b9-11ea-a56a-54e1adbd8177,2,,2009-12-18,2024-10-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
23,b19b6c4c-12b9-11ea-83d6-54e1adbd8177,a00fc7b0-12b9-11ea-b61e-54e1adbd8177,2,,2010-01-22,2034-12-15,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
24,b19b6c4f-12b9-11ea-b7a8-54e1adbd8177,a00fee7c-12b9-11ea-a3c9-54e1adbd8177,2,,2019-01-08,2021-11-04,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
25,b19b6c52-12b9-11ea-bb3b-54e1adbd8177,a00fee7f-12b9-11ea-86b5-54e1adbd8177,2,,2016-05-09,2031-04-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.845000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
26,b19b6c56-12b9-11ea-b3f3-54e1adbd8177,a00fee83-12b9-11ea-9705-54e1adbd8177,2,,2009-12-18,2029-10-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
27,b19b6c57-12b9-11ea-90cd-54e1adbd8177,a00fee84-12b9-11ea-94be-54e1adbd8177,2,,2014-08-22,2029-08-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
28,b19b6c60-12b9-11ea-91e3-54e1adbd8177,a00fee8d-12b9-11ea-ae06-54e1adbd8177,2,,2015-09-15,2040-08-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
29,b19b6c63-12b9-11ea-9253-54e1adbd8177,a00fee90-12b9-11ea-b9e7-54e1adbd8177,2,,2018-05-14,2033-03-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
30,b19b6c66-12b9-11ea-af78-54e1adbd8177,a00fee93-12b9-11ea-96d8-54e1adbd8177,2,,2018-05-14,2033-03-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
31,b19b9355-12b9-11ea-9cf9-54e1adbd8177,a00fee98-12b9-11ea-bf39-54e1adbd8177,2,,2009-12-18,2029-10-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
32,b19b935d-12b9-11ea-95ec-54e1adbd8177,a01015d4-12b9-11ea-b88e-54e1adbd8177,2,,2009-11-19,2034-10-29,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
33,b19b9361-12b9-11ea-a058-54e1adbd8177,a01015d8-12b9-11ea-a2d0-54e1adbd8177,2,,2010-06-07,2035-03-18,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
34,b19b936b-12b9-11ea-98eb-54e1adbd8177,a01015e2-12b9-11ea-accd-54e1adbd8177,2,,2009-12-07,2034-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
35,b19b9372-12b9-11ea-b8f3-54e1adbd8177,a01015e9-12b9-11ea-919f-54e1adbd8177,2,,2017-03-07,2039-02-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
36,b19b9377-12b9-11ea-b2d1-54e1adbd8177,a01015ee-12b9-11ea-abf8-54e1adbd8177,2,,2010-01-22,2024-01-11,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
37,b19b9380-12b9-11ea-a18a-54e1adbd8177,a01015f7-12b9-11ea-8a13-54e1adbd8177,2,,2010-07-09,2035-06-18,,,,44,,,2019-12-01,2020-01-21 11:57:24.846000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
38,b19b9387-12b9-11ea-b4fb-54e1adbd8177,a01015fe-12b9-11ea-adad-54e1adbd8177,2,,2010-02-09,2029-12-07,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
39,b19b938d-12b9-11ea-baae-54e1adbd8177,a0101604-12b9-11ea-a49a-54e1adbd8177,2,,2011-11-04,2029-12-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
40,b19b938f-12b9-11ea-9116-54e1adbd8177,a0101606-12b9-11ea-aab3-54e1adbd8177,2,,2010-02-04,2020-01-27,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
41,b19b939c-12b9-11ea-87de-54e1adbd8177,a0101613-12b9-11ea-9573-54e1adbd8177,2,,2013-07-02,2033-06-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
42,b19b93a1-12b9-11ea-bca2-54e1adbd8177,a0101618-12b9-11ea-9cbc-54e1adbd8177,2,,2009-12-07,2029-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
43,b19b93a7-12b9-11ea-ab27-54e1adbd8177,a010161e-12b9-11ea-87f0-54e1adbd8177,2,,2010-02-09,2034-12-22,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
44,b19b93ac-12b9-11ea-b490-54e1adbd8177,a0101623-12b9-11ea-b172-54e1adbd8177,2,,2010-02-05,2039-12-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
45,b19b93ad-12b9-11ea-88c7-54e1adbd8177,a0101624-12b9-11ea-880d-54e1adbd8177,2,,2010-02-05,2039-12-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
46,b19b93b0-12b9-11ea-ad2f-54e1adbd8177,a0103c7f-12b9-11ea-9db4-54e1adbd8177,2,,2010-02-03,2027-09-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
47,b19b93c2-12b9-11ea-b25d-54e1adbd8177,a0103c91-12b9-11ea-9369-54e1adbd8177,2,,2018-07-03,2029-10-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
48,b19b93cb-12b9-11ea-8df1-54e1adbd8177,a0103c9a-12b9-11ea-a488-54e1adbd8177,2,,2016-05-17,2029-10-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
49,b19b93cf-12b9-11ea-bb54-54e1adbd8177,a0103c9e-12b9-11ea-bce6-54e1adbd8177,2,,2010-01-22,2035-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
50,b19b93d5-12b9-11ea-896a-54e1adbd8177,a0103ca4-12b9-11ea-852d-54e1adbd8177,2,,2010-02-03,2029-12-10,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
51,b19bba72-12b9-11ea-91ca-54e1adbd8177,a0103caf-12b9-11ea-9a12-54e1adbd8177,2,,2012-04-16,2041-02-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.847000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
52,b19bba81-12b9-11ea-8481-54e1adbd8177,a0103cbe-12b9-11ea-8876-54e1adbd8177,2,,2009-12-03,2019-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
53,b19bba82-12b9-11ea-a8a6-54e1adbd8177,a0103cbf-12b9-11ea-8bba-54e1adbd8177,2,,2009-12-03,2019-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
54,b19bba8f-12b9-11ea-97e0-54e1adbd8177,a0103ccc-12b9-11ea-9177-54e1adbd8177,2,,2015-01-05,2035-03-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
55,b19bba93-12b9-11ea-9713-54e1adbd8177,a0103cd0-12b9-11ea-8438-54e1adbd8177,2,,2010-02-26,2035-02-16,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
56,b19bba9a-12b9-11ea-8e3e-54e1adbd8177,a010638b-12b9-11ea-925c-54e1adbd8177,2,,2011-01-28,2022-04-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
57,b19bba9f-12b9-11ea-a05b-54e1adbd8177,a0106390-12b9-11ea-8534-54e1adbd8177,2,,2010-06-10,2030-03-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
58,b19bbaaa-12b9-11ea-8dea-54e1adbd8177,a010639b-12b9-11ea-8042-54e1adbd8177,2,,2010-03-18,2027-01-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
59,b19bbaab-12b9-11ea-9b5b-54e1adbd8177,a010639c-12b9-11ea-b60a-54e1adbd8177,2,,2010-03-18,2027-01-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
60,b19bbab1-12b9-11ea-affe-54e1adbd8177,a01063a2-12b9-11ea-a6b9-54e1adbd8177,2,,2012-07-13,2027-04-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
61,b19bbab6-12b9-11ea-9d8a-54e1adbd8177,a01063a7-12b9-11ea-93ab-54e1adbd8177,2,,2010-11-09,2030-10-20,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
62,b19bbaba-12b9-11ea-9569-54e1adbd8177,a01063ab-12b9-11ea-907f-54e1adbd8177,2,,2017-04-07,2038-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
63,b19bbabe-12b9-11ea-bbb3-54e1adbd8177,a01063af-12b9-11ea-a3b3-54e1adbd8177,2,,2010-07-05,2030-03-25,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
64,b19bbac6-12b9-11ea-93cd-54e1adbd8177,a01063b7-12b9-11ea-88e4-54e1adbd8177,2,,2019-02-19,2024-02-07,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
65,b19bbaca-12b9-11ea-84b9-54e1adbd8177,a01063bb-12b9-11ea-9830-54e1adbd8177,2,,2010-08-09,2035-03-04,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
66,b19bbad0-12b9-11ea-89f2-54e1adbd8177,a01063c1-12b9-11ea-9332-54e1adbd8177,2,,2016-02-10,2020-02-05,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
67,b19bbad2-12b9-11ea-94e1-54e1adbd8177,a01063c3-12b9-11ea-a692-54e1adbd8177,2,,2017-03-07,2021-03-03,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
68,b19bbad4-12b9-11ea-bef9-54e1adbd8177,a01063c5-12b9-11ea-9b0f-54e1adbd8177,2,,2011-11-30,2021-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
69,b19bbad6-12b9-11ea-b9b4-54e1adbd8177,a01063c7-12b9-11ea-8106-54e1adbd8177,2,,2011-12-06,2021-11-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
70,b19be16a-12b9-11ea-a505-54e1adbd8177,a01063d6-12b9-11ea-8194-54e1adbd8177,2,,2015-06-02,2030-01-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
71,b19be170-12b9-11ea-a2e8-54e1adbd8177,a01063dc-12b9-11ea-82c9-54e1adbd8177,2,,2010-08-12,2027-03-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
72,b19be175-12b9-11ea-930b-54e1adbd8177,a01063e1-12b9-11ea-ae8d-54e1adbd8177,2,,2010-03-02,2020-02-26,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
73,b19be179-12b9-11ea-b327-54e1adbd8177,a01063e5-12b9-11ea-9a72-54e1adbd8177,2,,2010-06-10,2035-05-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
74,b19be17c-12b9-11ea-b91b-54e1adbd8177,a01063e8-12b9-11ea-9861-54e1adbd8177,2,,2011-08-16,2023-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
75,b19be18d-12b9-11ea-89aa-54e1adbd8177,a01063f9-12b9-11ea-867b-54e1adbd8177,2,,2010-07-09,2035-04-19,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
76,b19be191-12b9-11ea-a40e-54e1adbd8177,a01063fd-12b9-11ea-95d2-54e1adbd8177,2,,2016-03-04,2036-02-29,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
77,b19be196-12b9-11ea-bf91-54e1adbd8177,a0106402-12b9-11ea-a6b5-54e1adbd8177,2,,2010-06-03,2030-05-21,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
78,b19be199-12b9-11ea-80c4-54e1adbd8177,a0106405-12b9-11ea-9169-54e1adbd8177,2,,2010-06-10,2035-05-28,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
79,b19be19e-12b9-11ea-8bed-54e1adbd8177,a0108a9b-12b9-11ea-afa1-54e1adbd8177,2,,2010-07-19,2020-07-05,,,,44,,,2019-12-01,2020-01-21 11:57:24.848000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
80,b19be1a2-12b9-11ea-9cb6-54e1adbd8177,a0108a9f-12b9-11ea-b589-54e1adbd8177,2,,2010-07-20,2034-07-01,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
81,b19be1b8-12b9-11ea-b056-54e1adbd8177,a0108ab5-12b9-11ea-8491-54e1adbd8177,2,,2015-06-24,2030-03-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
82,b19be1bb-12b9-11ea-b814-54e1adbd8177,a0108ab8-12b9-11ea-8923-54e1adbd8177,2,,2019-04-11,2030-05-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
83,b19be1be-12b9-11ea-9ef7-54e1adbd8177,a0108abb-12b9-11ea-9a0e-54e1adbd8177,2,,2012-10-11,2031-10-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
84,b19be1c2-12b9-11ea-a677-54e1adbd8177,a0108abf-12b9-11ea-ba58-54e1adbd8177,2,,2010-07-06,2040-06-24,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
85,b19be1c9-12b9-11ea-88e2-54e1adbd8177,a0108ac6-12b9-11ea-9824-54e1adbd8177,2,,2010-10-05,2025-07-01,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
86,b19be1cf-12b9-11ea-a5af-54e1adbd8177,a0108acc-12b9-11ea-bdcc-54e1adbd8177,2,,2010-06-24,2035-06-09,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
87,b19be1d2-12b9-11ea-bd1c-54e1adbd8177,a0108acf-12b9-11ea-af2c-54e1adbd8177,2,,2010-07-20,2030-06-30,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
88,b19c086f-12b9-11ea-856d-54e1adbd8177,a0108adc-12b9-11ea-9208-54e1adbd8177,2,,2010-09-28,2030-09-02,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
89,b19c0874-12b9-11ea-b92e-54e1adbd8177,a0108ae1-12b9-11ea-ad65-54e1adbd8177,2,,2010-09-24,2030-08-26,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
90,b19c0878-12b9-11ea-a32e-54e1adbd8177,a0108ae5-12b9-11ea-979d-54e1adbd8177,2,,2010-09-22,2021-08-17,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
91,b19c087e-12b9-11ea-b117-54e1adbd8177,a0108aeb-12b9-11ea-b2e0-54e1adbd8177,2,,2018-06-15,2033-05-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
92,b19c0881-12b9-11ea-8ca5-54e1adbd8177,a0108aee-12b9-11ea-9892-54e1adbd8177,2,,2015-09-17,2045-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
93,b19c0883-12b9-11ea-a0d4-54e1adbd8177,a0108af0-12b9-11ea-8a83-54e1adbd8177,2,,2015-09-17,2045-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
94,b19c0884-12b9-11ea-bc98-54e1adbd8177,a0108af1-12b9-11ea-86fd-54e1adbd8177,2,,2015-09-17,2045-07-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
95,b19c088e-12b9-11ea-b3d9-54e1adbd8177,a0108afb-12b9-11ea-afe3-54e1adbd8177,2,,2010-10-01,2034-09-22,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
96,b19c0893-12b9-11ea-8303-54e1adbd8177,a0108b00-12b9-11ea-96c3-54e1adbd8177,2,,2010-07-16,2025-07-12,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
97,b19c0896-12b9-11ea-b06a-54e1adbd8177,a0108b03-12b9-11ea-ab26-54e1adbd8177,2,,2011-04-01,2021-03-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
98,b19c0899-12b9-11ea-b2ab-54e1adbd8177,a0108b06-12b9-11ea-945c-54e1adbd8177,2,,2010-11-12,2099-11-12,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
99,b19c089c-12b9-11ea-b2b0-54e1adbd8177,a0108b09-12b9-11ea-87ae-54e1adbd8177,2,,2011-12-12,2033-08-31,,,,44,,,2019-12-01,2020-01-21 11:57:24.849000+00:00,98854b21-5ac9-46f0-ab4d-1946bc8d3734,,
