,pk_credit_account_id,ifrs9_stage_on_granting_date_final,ifrs9_stage_final,ifrs9_assessment_type,credit_account_costs,credit_account_income,ifrs9_portfolio,poci_flag,expected_cashflow,ifrs9_bucket,pd_value,lgd_value,ccf_value,ead_value,pd_bucket,lgd_bucket,ccf_bucket,pd_vector_entry_id,prepayments_vector_entry_id,lgd_vector_entry_id,ccf_vector_entry_id,collateral_allocated,ecl_balance,ecl_offbalance,begaap_classification,begaap_provision_balance,begaap_provision_offbalance,asset_type,ppa,original_loan_amount,pk_snapshot_date,record_creation_date,insert_job_id,write_off_sum,ecl_balance_eur,ecl_offbalance_eur,begaap_provision_balance_eur,begaap_provision_offbalance_eur,begapp_assessment_type,ead_value_eur
182,AA193354MJF6,1,1,Collective,0,0,45,N,70723.54,45,0.0116,0.1334,0.5,70224.91,45#1#DPD1_30,45#1#DPD1_30,45,75,NA,283,590,0,108.66883473,0,P_PAST_DUE,0,0,credit,,130000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
183,AA19335ZTS75,1,1,Collective,0,0,45,N,70455.43,45,0.0116,0.1334,0.5,44167.69,45#1#DPD1_30,45#1#DPD1_30,45,75,NA,283,590,0,68.346850214,0,P_PAST_DUE,0,0,credit,,93160,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
184,AA19335F162R,1,1,Collective,0,0,45,N,70520.75,45,0.0116,0.1334,0.5,15252.86,45#1#DPD61_90,45#1#DPD61_90,45,77,NA,285,590,0,23.602885678,0,P_PAST_DUE,0,0,credit,,100000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
185,AA19335DKXY1,1,1,Collective,0,0,45,N,193733.8,45,0.0116,0.1334,0.5,47570.9,45#1#DPD61_90,45#1#DPD61_90,45,77,NA,285,590,0,73.613113496,0,P_PAST_DUE,0,0,credit,,250000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
186,AA193358V9BC,1,1,Collective,0,0,22,N,380824.19,22,0.0195,0.2677,0.5,744227.14,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,3884.977304871,0,P_PAST_DUE,0,0,credit,,800000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
187,AA19335PHS8W,1,1,Collective,0,0,22,N,441432.33,22,0.0195,0.2677,0.5,863046.26,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,4505.230934139,0,P_PAST_DUE,0,0,credit,,930000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
188,AA193352MZFF,1,2,Collective,0,0,22,N,29989.73,22,0.0195,0.2677,0.5,127227.79,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,664.148147969,0,P_PAST_DUE,0,0,credit,,178268,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
189,AA193356ZJN5,1,1,Collective,0,0,22,N,84968.66,22,0.0195,0.2677,0.5,166262.1,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,867.913101315,0,P_PAST_DUE,0,0,credit,,184500,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
190,AA19335VHKTF,1,1,Collective,0,0,22,N,194638.22,22,0.0195,0.2677,0.5,363551.11,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,1897.791326867,0,P_PAST_DUE,0,0,credit,,418050,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
191,AA19335WHRJB,1,2,Collective,0,0,22,N,35275.73,22,0.0195,0.2677,0.5,149653.28,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,781.212569592,0,P_PAST_DUE,0,0,credit,,209690,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
192,AA19335L2QQ4,1,1,Collective,0,0,22,N,281040.94,22,0.0195,0.2677,0.5,540103.85,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,2819.423112578,0,P_PAST_DUE,0,0,credit,,590000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
193,AA19335W0K53,1,2,Collective,0,0,22,N,94110.61,22,0.0195,0.2677,0.5,457736.45,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,2389.452929468,0,P_PAST_DUE,0,0,credit,,710000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
194,AA193359Q4BQ,1,2,Collective,0,0,22,N,93976.33,22,0.0195,0.2677,0.5,440780.63,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,2300.941005695,0,P_PAST_DUE,0,0,credit,,710000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
195,AA193352TSFT,1,1,Collective,0,0,22,N,738134.18,22,0.0195,0.2677,0.5,1381340,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,7210.802001,0,P_PAST_DUE,0,0,credit,,1410000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
196,AA19335SDZ9L,1,2,Collective,0,0,22,N,16529.96,22,0.0195,0.2677,0.5,70127.14,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,366.074189871,0,P_PAST_DUE,0,0,credit,,98258,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
197,AA193353CR12,1,1,Collective,0,0,22,N,58042.25,22,0.0195,0.2677,0.5,336785.78,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,1758.072289467,0,P_PAST_DUE,0,0,credit,,360000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
198,AA19335NDNCS,1,1,Collective,0,0,22,N,375736.08,22,0.0195,0.2677,0.5,685499.37,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,3578.409536306,0,P_PAST_DUE,0,0,credit,,754281.1,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
199,AA19335S4LYW,1,1,Collective,0,0,22,N,342443.04,22,0.0195,0.2677,0.5,589950.82,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,3079.631773023,0,P_PAST_DUE,0,0,credit,,700000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
200,AA19335KDZQG,1,1,Collective,0,0,22,N,227386.22,22,0.0195,0.2677,0.5,1323911.47,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,6911.016460121,0,P_PAST_DUE,0,0,credit,,1650000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
201,AA1933513CBV,1,2,Collective,0,0,22,N,21741.41,22,0.0195,0.2677,0.5,92235.46,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,481.482936519,0,P_PAST_DUE,0,0,credit,,129238,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
202,AA19335D9897,1,1,Collective,0,0,22,N,102024.07,22,0.0195,0.2677,0.5,672423.65,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,3510.152316548,0,P_PAST_DUE,0,0,credit,,712500,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
203,AA1933590BR0,1,1,Collective,0,0,22,N,1345414.2,22,0.0195,0.2677,0.5,615538.51,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,3213.203352977,0,P_PAST_DUE,0,0,credit,,3050000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
204,AA19335ZD5KH,1,1,Collective,0,0,22,N,402495.24,22,0.0195,0.2677,0.5,470494.38,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,2456.051237757,0,P_PAST_DUE,0,0,credit,,580000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
205,AA193355VVHN,1,1,Collective,0,0,22,N,143001.26,22,0.0195,0.2677,0.5,378758.75,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,1977.177488813,0,P_PAST_DUE,0,0,credit,,377097.02,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
206,AA193354K6GV,1,1,Collective,0,0,22,N,210431.86,22,0.0195,0.2677,0.5,1428037.84,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,7454.571730476,0,P_PAST_DUE,0,0,credit,,1425000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
207,AA19335MT59W,1,1,Collective,0,0,22,N,33560.38,22,0.0195,0.2677,0.5,85139.19,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,444.439342679,0,P_PAST_DUE,0,0,credit,,90000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
208,AA193354RFLM,1,1,Collective,0,0,22,N,1144881.35,22,0.0195,0.2677,0.5,1930834.15,22#1#DPD0,22#1#DPD0,22,79,NA,343,591,0,10079.243888123,0,P_PAST_DUE,0,0,credit,,2500000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
209,AA19335YXTKS,1,1,Collective,0,0,22,N,95355.17,22,0.0195,0.2677,0.5,17219.65,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,89.889155948,0,P_PAST_DUE,0,0,credit,,125000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
210,AA193350JTQ1,1,1,Collective,0,0,22,N,50451.36,22,0.0195,0.2677,0.5,90662.59,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,473.272319189,0,P_PAST_DUE,0,0,credit,,100000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
211,AA19335F7M31,1,1,Collective,0,0,22,N,22519.15,22,0.0195,0.2677,0.5,5368.93,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,28.02661994,0,P_PAST_DUE,0,0,credit,,20000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
212,AA1933562YDC,1,1,Collective,0,0,22,N,74595.38,22,0.0195,0.2677,0.5,38008.08,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,198.407878812,0,P_PAST_DUE,0,0,credit,,54315.87,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
213,AA19335K91C9,1,1,Collective,0,0,22,N,22681.07,22,0.0195,0.2677,0.5,4840.95,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,25.270485143,0,P_PAST_DUE,0,0,credit,,25000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
214,AA19335HMYNK,1,1,Collective,0,0,22,N,42172.28,22,0.0195,0.2677,0.5,5072.14,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,26.477331621,0,P_PAST_DUE,0,0,credit,,60000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
215,AA19335FK92D,1,1,Collective,0,0,22,N,356636.54,22,0.0195,0.2677,0.5,555233.33,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,2898.4012676,0,P_PAST_DUE,0,0,credit,,700000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
216,AA19335354BV,1,1,Collective,0,0,22,N,417560.22,22,0.0195,0.2677,0.5,476077.28,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,2485.194813192,0,P_PAST_DUE,0,0,credit,,800000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
217,AA193352K94X,1,1,Collective,0,0,22,N,69542.17,22,0.0195,0.2677,0.5,72741,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,379.71893115,0,P_PAST_DUE,0,0,credit,,80000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
218,AA19335PG12P,1,1,Collective,0,0,22,N,27428.65,22,0.0195,0.2677,0.5,6605.79,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,34.483214669,0,P_PAST_DUE,0,0,credit,,25000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
219,AA193358QLC2,1,1,Collective,0,0,22,N,593705.28,22,0.0195,0.2677,0.5,818284.93,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,4271.57007734,0,P_PAST_DUE,0,0,credit,,1300000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
220,AA19335304TD,1,1,Collective,0,0,22,N,110595.18,22,0.0195,0.2677,0.5,40199.72,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,209.848568358,0,P_PAST_DUE,0,0,credit,,108500,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
221,AA19335520P2,1,1,Collective,0,0,22,N,253784.55,22,0.0195,0.2677,0.5,67948.49,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,354.701310074,0,P_PAST_DUE,0,0,credit,,100000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
222,AA19335M46S3,1,1,Collective,0,0,22,N,289952.11,22,0.0195,0.2677,0.5,144990.8,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,756.87372462,0,P_PAST_DUE,0,0,credit,,300000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
223,AA19335X1662,1,1,Collective,0,0,22,N,1536104.02,22,0.0195,0.2677,0.5,626909.03,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,3272.559172955,0,P_PAST_DUE,0,0,credit,,1370000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
224,AA19335H3H9X,1,1,Collective,0,0,22,N,193045.85,22,0.0195,0.2677,0.5,46773.45,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,244.164425018,0,P_PAST_DUE,0,0,credit,,277066.52,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
225,AA1933521V7B,1,1,Collective,0,0,22,N,3062272.55,22,0.0195,0.2677,0.5,5151912.08,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,26893.753844412,0,P_PAST_DUE,0,0,credit,,5825000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
226,AA19335PVF84,1,1,Collective,0,0,22,N,240546.88,22,0.0195,0.2677,0.5,437510.77,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,2283.871846016,0,P_PAST_DUE,0,0,credit,,720000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
227,AA19335QV1CQ,1,1,Collective,0,0,22,N,11353.13,22,0.0195,0.2677,0.5,2425.7,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,12.662517855,0,P_PAST_DUE,0,0,credit,,12500,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
228,AA19335LLHBY,1,1,Collective,0,0,22,N,44995.85,22,0.0195,0.2677,0.5,44545.12,22#1#DPD1_30,22#1#DPD1_30,22,80,NA,344,591,0,232.532208168,0,P_PAST_DUE,0,0,credit,,50000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
229,AA193353CPH8,1,2,Collective,0,0,22,N,68120.56,22,0.0195,0.2677,0.5,64781.83,22#1#DPD31_60,22#1#DPD31_60,22,81,NA,345,591,0,338.170869875,0,P_PAST_DUE,0,0,credit,,100000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
230,AA1933559T75,1,2,Collective,0,0,22,N,81639.54,22,0.0195,0.2677,0.5,345471.83,22#1#DPD31_60,22#1#DPD31_60,22,81,NA,345,591,0,1803.414773375,0,P_PAST_DUE,0,0,credit,,4888888.89,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
231,AA19335J09PW,1,2,Collective,0,0,22,N,2094308.24,22,0.0195,0.2677,0.5,1875372.53,22#1#DPD31_60,22#1#DPD31_60,22,81,NA,345,591,0,9789.72591248,0,P_PAST_DUE,0,0,credit,,2916667,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
232,AA193354VWN6,1,1,Collective,0,0,22,N,101923.22,22,0.0195,0.2677,0.5,39229.93,22#1#DPD31_60,22#1#DPD31_60,22,81,NA,345,591,0,204.78611909,0,P_PAST_DUE,0,0,credit,,125000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
233,AA1933545Z1Q,1,1,Collective,0,0,22,N,324144.9,22,0.0195,0.2677,0.5,2218235.1,22#1#DPD31_60,22#1#DPD31_60,22,81,NA,345,591,0,11579.519957265,0,P_PAST_DUE,0,0,credit,,2300000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
234,AA19335WT24X,1,2,Collective,0,0,22,N,250274.2,22,0.0195,0.2677,0.5,207630.47,22#1#DPD31_60,22#1#DPD31_60,22,81,NA,345,591,0,1083.862197971,0,P_PAST_DUE,0,0,credit,,540000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
235,AA193351ZMPY,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,50165.71,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,261.872531057,0,P_PAST_DUE,0,0,credit,,5000000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
236,AA193350VVPT,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,1989.7,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,10.386532455,0,P_PAST_DUE,0,0,credit,,800000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
237,AA193582DV05,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,450150,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,2349.8505225,0,P_PAST_DUE,0,0,credit,,450000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
238,AA1933289CS2,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,14066.635,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,67.926784263,5.503160432,P_PAST_DUE,0,0,credit,,15000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
239,AA193580JV2H,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,1875625,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,9791.04384375,0,P_PAST_DUE,0,0,credit,,1875000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
240,AA1933217DPB,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,2005.19,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,10.467392579,0,P_PAST_DUE,0,0,credit,,2000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
241,AA193320QM11,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,375000.01,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,0.000052202,1957.55625,P_PAST_DUE,0,0,credit,,750000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
242,AA19332DC6D4,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,30385.4,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,2.01184581,156.6045,P_PAST_DUE,0,0,credit,,60000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
243,AA19332Z78YL,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,6712.96,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,33.141061902,1.901596242,P_PAST_DUE,0,0,credit,,7000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
244,AA19335BXPHR,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,0,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,0,0,P_PAST_DUE,0,0,credit,,450000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
245,AA19332YNLHC,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,249807.1,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,1032.448418606,271.58211446,P_PAST_DUE,0,0,credit,,300000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
246,AA1933591SND,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,22594.31,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,117.945687347,0,P_PAST_DUE,0,0,credit,,2500000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
247,AA19335B74QX,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,0,23#1#DPD0,23#1#DPD0,23,84,NA,404,592,0,0,0,P_PAST_DUE,0,0,credit,,1875000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
248,AA193358NZLS,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,361037.92,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,1884.672098088,0,P_PAST_DUE,0,0,credit,,494297.4,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
249,AA19335DG92S,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,0,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,0,0,P_PAST_DUE,0,0,credit,,200000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
250,AA19332YYYV5,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,213715.36,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,657.727781081,457.898455424,P_PAST_DUE,0,0,credit,,300000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
251,AA19335MGH49,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,0,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,0,0,P_PAST_DUE,0,0,credit,,216708.91,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
252,AA19335S2Z1F,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,2806.64,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,14.651081796,0,P_PAST_DUE,0,0,credit,,750000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
253,AA19335KNBB9,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,50129.16,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,261.681734574,0,P_PAST_DUE,0,0,credit,,50000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
254,AA19345Q5MG2,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,1134653.01,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,5923.058910152,0,P_PAST_DUE,0,0,credit,,1131917.54,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
255,AA19335027KT,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,370740,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,1935.318411,0,P_PAST_DUE,0,0,credit,,370000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
256,AA1933237YS7,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,122246.245,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,616.524145302,21.619590535,P_PAST_DUE,0,0,credit,,125000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
257,AA19332VRM58,1,1,Collective,0,0,23,N,,23,0.0195,0.2677,0.5,193136.305,23#1#DPD1_30,23#1#DPD1_30,23,85,NA,405,592,0,703.248480909,304.952001637,P_PAST_DUE,0,0,credit,,250000,2019-12-31,2020-01-14 09:41:37+00:00,70ae637b-9515-41e7-8f9d-e3b52beb2353_1557837542148,,,,,,,
