,pk_credit_account_id,previous_credit_account_id,first_credit_account_id,obligor_id,credit_agreement_number,previous_credit_agreement_number,product_id,related_entity_group_id,origin_country_id,origin_branch_id,currency_id,obligor_segment,opening_date,closing_date,interest_rate,interest_type,interest_base,interest_convention,margin,dof_dpd,dof_dpd_above_threshold,dpd,dpd_above_threshold,credit_score_on_granting_date,credit_rating_on_granting_date,credit_score,credit_rating,obligor_rating,accountancy_type,ltv,ltv_bucket,pd_on_granting_date,pd,scoring_model_version,actual_debt,gbv,principal_due,principal_undue,interest_accrued_due,interest_accrued_undue,restricted_interest,eir,eir_adjustment,income_cost_in_time,obv_conditional,obv_unconditional,monthly_repayment_of_principal,monthly_withdrawal_of_principal,monthly_repayment_of_interest,monthly_writeoffs,is_agreement_terminated,npv_original,npv_actual,forbearance_flag,npl_flag,default_flag,asset_type,ppa,original_loan_amount,ifrs9_stage,credit_repayment_schedule_id,sales,is_ind_significant,pk_snapshot_date,record_creation_date,insert_job_id,fair_value,ifrs9_maturity,ifrs9_stage_final,gbv_eur,obv_conditional_eur,obv_unconditional_eur,begaap_classification
0,AA193193CX7D,,0,4051,AA193193CX7D,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-17,,15,,,,0,,0,,0,0,,0,,67,67,67,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
1,AA193196QJBZ,,0,14470,AA193196QJBZ,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-19,2019-12-19,13,13.0,,,190,10C,0,,0,0,,0,4.3,1000,1000,1000,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
2,AA19319D5277,,0,11180,AA19319D5277,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-20,,12,,,,190,10C,0,,0,0,,0,4.3,150,150,150,0,0,0,0,0,0,0.0,,,0,66,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
3,AA19319SJVQ4,,0,9084,AA19319SJVQ4,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-18,,14,,,,205,10C,0,,0,0,,0,4.3,213.65,213.65,213.65,0,0,0,0,0,0,0.0,,,0,190.82,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
4,AA193191BW1H,,0,3012,AA193191BW1H,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-16,2019-12-30,16,2.0,,,205,10C,0,,0,0,,0,4.3,1186.16,1186.16,1186.16,0,0,0,0,0,0,0.0,,,0,1076.22,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
5,AA193194VZR1,,0,5604,AA193194VZR1,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-25,,7,,,,190,10C,0,,0,0,,0,4.3,300,300,300,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
6,AA19319XSM4Q,,0,2173,AA19319XSM4Q,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-25,,7,,,,205,10C,0,,0,0,,0,4.3,479.61,479.61,479.61,0,0,0,0,0,0,0.0,,,521.97,782.28,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
7,AA19319VXNP6,,0,11220,AA19319VXNP6,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-20,,12,,,,0,,0,,0,0,,0,,254.38,254.38,254.38,0,0,0,0,0,0,0.0,,,0,108.38,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
8,AA193192DD2K,,0,9316,AA193192DD2K,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-20,,12,,,,0,,0,,0,0,,0,,453.73,453.73,453.73,0,0,0,0,0,0,0.0,,,0,450,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
9,AA19319TTF72,,0,15229,AA19319TTF72,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-17,2019-12-27,15,5.0,,,190,10C,0,,0,0,,0,4.3,5015.47,5015.47,5015.47,0,0,0,0,0,0,0.0,,,0,5001.03,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
10,AA19319X8RWD,,0,1518,AA19319X8RWD,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-29,,3,,,,205,10C,0,,0,0,,0,4.3,0.99,0.99,0.99,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
11,AA19319JHZT9,,0,5440,AA19319JHZT9,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-17,,15,,,,255,10C,0,,0,0,,0,4.3,384.31,384.31,384.31,0,0,0,0,0,0,0.0,,,0,344.41,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
12,AA1931914SLD,,0,2395,AA1931914SLD,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-18,2019-12-27,14,5.0,,,290,10C,0,,0,0,,0,4.3,627.9,627.9,627.9,0,0,0,0,0,0,0.0,,,0,320,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
13,AA193193Q88C,,0,10728,AA193193Q88C,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-26,2019-12-26,6,6.0,,,205,10C,0,,0,0,,0,4.3,629.75,629.75,629.75,0,0,0,0,0,0,0.0,,,0,13.62,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
14,AA193190H2B1,,0,1761,AA193190H2B1,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-16,2019-12-31,16,1.0,,,190,10C,0,,0,0,,0,4.3,695.17,695.17,695.17,0,0,0,0,0,0,0.0,,,0,448,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
15,AA19319W1R4N,,0,8014,AA19319W1R4N,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-26,,6,,,,205,10C,0,,0,0,,0,4.3,195.36,195.36,195.36,0,0,0,0,0,0,0.0,,,632.24,195.36,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
16,AA19319JVQQZ,,0,5270,AA19319JVQQZ,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-23,,9,,,,0,,0,,0,0,,0,,37.91,37.91,37.91,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
17,AA19319SK58G,,0,12638,AA19319SK58G,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-16,,16,,,,190,10C,0,,0,0,,0,4.3,81.12,81.12,81.12,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
18,AA193199HPN3,,0,13714,AA193199HPN3,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-16,2019-12-17,16,15.0,,,190,10C,0,,0,0,,0,4.3,668.09,668.09,668.09,0,0,0,0,0,0,0.0,,,150,603.39,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
19,AA19319W8ZHQ,,0,5472,AA19319W8ZHQ,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-17,,15,,,,190,10C,0,,0,0,,0,4.3,89.92,89.92,89.92,0,0,0,0,0,0,0.0,,,0,73.12,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
20,AA19319T54ZB,,0,13333,AA19319T54ZB,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-26,,6,,,,190,10C,0,,0,0,,0,4.3,272.39,272.39,272.39,0,0,0,0,0,0,0.0,,,48.1,233.45,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
21,AA193196WNMM,,0,12457,AA193196WNMM,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-20,2019-12-31,12,1.0,,,0,,0,,0,0,,0,,727.99,727.99,727.99,0,0,0,0,0,0,0.0,,,0,685.78,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
22,AA19319DR838,,0,7417,AA19319DR838,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-20,,12,,,,0,,0,,0,0,,0,,177.77,177.77,177.77,0,0,0,0,0,0,0.0,,,0,137.31,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
23,AA19319HN1DY,,0,16502,AA19319HN1DY,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-20,,12,,,,0,,0,,0,0,,0,,9.93,9.93,9.93,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
24,AA19319BQCND,,0,6044,AA19319BQCND,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-29,,3,,,,205,10C,0,,0,0,,0,4.3,308.77,308.77,308.77,0,0,0,0,0,0,0.0,,,0,136.05,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
25,AA19319VZ2Q2,,0,5390,AA19319VZ2Q2,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-18,,14,,,,0,,0,,0,0,,0,,48.21,48.21,48.21,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
26,AA19319QQJCD,,0,11659,AA19319QQJCD,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-26,,6,,,,205,10C,0,,0,0,,0,4.3,2849.03,2849.03,2849.03,0,0,0,0,0,0,0.0,,,0,2802.38,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
27,AA19319DJH73,,0,6725,AA19319DJH73,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-29,2019-12-31,3,1.0,,,0,,0,,0,0,,0,,1255.18,1255.18,1255.18,0,0,0,0,0,0,0.0,,,0,1242.43,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
28,AA19319T9CP0,,0,5378,AA19319T9CP0,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-17,2019-12-03,15,29.0,,,205,10C,0,,0,0,,0,4.3,12377.82,12377.82,12377.82,0,0,0,0,0,0,0.0,,,0,600,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
29,AA1931929MWV,,0,2130,AA1931929MWV,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-17,,15,,,,0,,0,,0,0,,0,,5.1,5.1,5.1,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
30,AA193195559T,,0,5399,AA193195559T,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-17,2019-12-31,15,1.0,,,0,,0,,0,0,,0,,511.54,511.54,511.54,0,0,0,0,0,0,0.0,,,0,411.04,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
31,AA19319D3SSX,,0,6135,AA19319D3SSX,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-18,,14,,,,0,,0,,0,0,,0,,81.56,81.56,81.56,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
32,AA19319TFML6,,0,6683,AA19319TFML6,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-29,,3,,,,0,,0,,0,0,,0,,152.74,152.74,152.74,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
33,AA19319NH7QJ,,0,6703,AA19319NH7QJ,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-19,2019-12-31,13,1.0,,,205,10C,0,,0,0,,0,4.3,2395.29,2395.29,2395.29,0,0,0,0,0,0,0.0,,,2375.54,1973.37,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
34,AA19319RBC7Y,,0,11910,AA19319RBC7Y,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-23,2019-12-31,9,1.0,,,205,10C,0,,0,0,,0,4.3,1012.28,1012.28,1012.28,0,0,0,0,0,0,0.0,,,185.88,1012.28,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
35,AA193195M88K,,0,12116,AA193195M88K,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-23,,9,,,,0,,0,,0,0,,0,,47.55,47.55,47.55,0,0,0,0,0,0,0.0,,,30,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
36,AA19319W4LXS,,0,684,AA19319W4LXS,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-20,,12,,,,0,,0,,0,0,,0,,2.5,2.5,2.5,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
37,AA19319J3J71,,0,5521,AA19319J3J71,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-29,,3,,,,205,10C,0,,0,0,,0,4.3,175.4,175.4,175.4,0,0,0,0,0,0,0.0,,,30.57,175.4,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
38,AA1931987FRC,,0,5329,AA1931987FRC,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-22,2019-12-31,10,1.0,,,190,10C,0,,0,0,,0,4.3,66.29,66.29,66.29,0,0,0,0,0,0,0.0,,,102.9,19.19,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
39,AA193192FH58,,0,7997,AA193192FH58,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-29,,3,,,,205,10C,0,,0,0,,0,4.3,0.01,0.01,0.01,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
40,AA193199N1PQ,,0,10566,AA193199N1PQ,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-15,2019-12-31,17,1.0,,,205,10C,0,,0,0,,0,4.3,1409.64,1409.64,1409.64,0,0,0,0,0,0,0.0,,,0,1074.08,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
41,AA193197MR0D,,0,7299,AA193197MR0D,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-20,,12,,,,190,10C,0,,0,0,,0,4.3,247.64,247.64,247.64,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
42,AA193197FTTH,,0,5330,AA193197FTTH,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-29,2019-11-01,3,61.0,,,205,10C,0,,0,0,,0,4.3,4457.32,4457.32,4457.32,0,0,0,0,0,0,0.0,,,0,3254.66,0,,False,0,0,N,N,N,credit,,0,2,,,True,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
43,AA19319HGXLJ,,0,5607,AA19319HGXLJ,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-16,,16,,,,190,10C,0,,0,0,,0,4.3,39.91,39.91,39.91,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
44,AA19319DTTDV,,0,14239,AA19319DTTDV,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-16,2019-12-16,16,16.0,,,190,10C,0,,0,0,,0,4.3,956.62,956.62,956.62,0,0,0,0,0,0,0.0,,,0,15.6,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
45,AA193196TKLR,,0,5824,AA193196TKLR,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-24,2019-12-24,8,8.0,,,0,,0,,0,0,,0,,19684.93,19684.93,19684.93,0,0,0,0,0,0,0.0,,,0,56,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
46,AA19319JGR3K,,0,6279,AA19319JGR3K,,2,,1,1,44,1,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-18,,14,,,,0,,0,,0,0,,0,,9.99,9.99,9.99,0,0,0,0,0,0,0.0,,,0,0,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
47,AA19319C3XMV,,0,17293,AA19319C3XMV,,7,,1,1,44,2,2019-11-15 00:00:00+00:00,,0,FIXED,C,1,0,2019-12-17,2019-12-10,15,22.0,,,0,,0,,0,0,,0,,62514.16,62514.16,62514.16,0,0,0,0,0,0,0.0,,,73800.63,109129.56,0,,False,0,0,N,N,N,credit,,0,1,,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
48,AA1933572QLB,,0,3775,AA1933572QLB,,19,,1,1,44,1,2018-11-30 00:00:00+00:00,2020-05-05,2.5,FIXED,A4,1,2.5,2019-12-05,2019-12-07,26,25.0,,,205,10C,0,,0,0,,0,4.3,7767.21,7767.21,876.32,6875.34,0,15.55,0,2.5,0,33.25000000000001,,0,2558.02,0,0,,False,52580.7,52580.7,N,N,N,credit,,29000,1,AA1933572QLB_20200111,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
49,AA193373PNLN,,0,2560,AA193373PNLN,,19,,1,1,44,1,2017-12-17 00:00:00+00:00,2019-12-06,8.000603,FIXED,A4,1,8.000603,2019-12-06,,25,,,,190,10C,0,,0,0,,0,4.3,0.14,0.14,0.01,0,0,0.13,0,8.000603,0,1.3,,0,861.88,0,0,,True,0,0,N,N,N,credit,,5000,1,AA193373PNLN_20200111,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
50,AA19335NTN4T,,0,11553,AA19335NTN4T,,19,,1,1,44,1,2018-05-15 00:00:00+00:00,2020-06-06,2.99,FIXED,A4,1,2.99,2019-12-06,2019-12-14,25,18.0,,,205,10C,0,,0,0,,0,4.3,3290.72,3290.72,217.4,3066.52,0,6.8,0,2.99,0,15.589999999999995,,0,506.72,0,8.79,,False,20728.87,20728.87,N,N,N,credit,,12000,1,AA19335NTN4T_20200111,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
51,AA19335XPZTV,,0,10384,AA19335XPZTV,,19,,1,1,44,1,2017-03-05 00:00:00+00:00,2022-03-05,2.7499811,FIXED,A4,1,2.7499811,2019-12-05,,26,,,,190,10C,0,,0,0,,0,4.3,5325.17,5325.17,179.55,5134.96,0,10.66,0,2.7499811,0,22.699999999999996,,0,740.11,0,0,,False,15606.57,15606.57,N,N,N,credit,,11000,2,AA19335XPZTV_20200111,,True,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
52,AA19335X881D,,0,19427,AA19335X881D,,19,,1,1,44,1,2016-07-20 00:00:00+00:00,2020-07-20,6.5005691,FIXED,A4,1,6.5005691,2019-12-20,,11,,,,190,10C,0,,0,0,,0,4.3,1713.02,1713.02,8.95,1700.77,0,3.3,0,6.5005691,0,13.500000000000002,,0,228.96,0,10.2,,False,8889.43,8889.43,N,N,N,credit,,10500,1,AA19335X881D_20200111,,False,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
53,AA19335XX44R,,0,5330,AA19335XX44R,,19,,1,1,44,1,2018-07-03 00:00:00+00:00,2020-07-13,2.5,FIXED,A4,1,2.5,2019-12-13,2019-11-01,18,61.0,,,205,10C,0,,0,0,,0,4.3,16973.83,16973.83,2102.51,14834.25,13.77,23.3,0,2.5,0,58.19,,0,2100.11,0,48.33,,False,95892.33,95892.33,N,N,N,credit,,50000,2,AA19335XX44R_20200111,,True,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
54,AA19335VJ6P4,,0,6476,AA19335VJ6P4,,19,,1,1,44,1,2019-01-21 00:00:00+00:00,2020-01-28,6,FIXED,A4,1,6,2019-06-28,2019-06-29,186,186.0,,,205,10C,0,,0,0,,0,4.3,7048.8,6904.69,5875.4,855.58,144.11,29.6,144.11,6,0,0.83,,0,0,0,0,,False,6650.89,6650.89,N,N,Y,credit,,10000,3,AA19335VJ6P4_20200111,,True,2019-12-31,2020-01-14 08:44:43+00:00,ebbac50a-7333-4ea8-93e5-c6b7240dd4e0_1547187050634,,,,,,,
